name,forca,percentage,color
mario,-0.0537984165468117,47.312537182994454,#C00000
donkey-kong,0.041445816351224865,52.071208505919664,#814E1D
link,-0.011559876675469663,49.42200301493672,#0A7C46
samus,0.053067479520546953,52.6510183014569,#e89410
dark-samus,0.06658063716732802,53.32428710265057,#573d71
yoshi,0.005494954609086104,50.27475870216691,#6ba57a
kirby,-0.09225722508879183,45.39995294674911,#c27ba0
fox,-0.08313943065215891,45.85237353222007,#cf9f55
pikachu,-0.04328978688048349,47.83675370973726,#7f6000
luigi,0.11863755772212259,55.90449600190509,#7ee051
ness,0.03924627507880851,51.96140484125274,#e75050
captain-falcon,-0.07682352984027752,46.16617146995717,#d0be22
jigglypuff,-0.15766889090302147,42.18085391220542,#e521e5
peach,0.009371109096977186,50.46856516522746,#e89ce8
daisy,-0.09146889090302296,45.43904080732675,#e8d39c
bowser,-0.00542889090302226,49.72854454973892,#8a6658
ice-climbers,0.021021315244271782,51.05096349916687,#7695b2
sheik,-0.1711482667193799,41.52475739415149,#8948d2
zelda,0.051288284951407116,52.562295941191564,#522f79
dr-mario,0.08280302164853585,54.13092046034487,#d2291e
pichu,-0.0322243117655157,48.38926140178514,#ffd966
falco,-0.06298595560113252,46.85470344336995,#a29f9f
marth,-0.20155307888880375,40.05614418592608,#68b3ca
lucina,-0.20057802278374515,40.10298012408079,#a9c3cc
young-link,-0.046146151731475946,47.69421367824113,#82e555
ganondorf,-0.0628543351501791,46.861258805773986,#3e1a52
mewtwo,-0.07810716679945846,46.10237009088858,#aa75c7
roy,-0.118455492680704,44.10448094495959,#c85816
chrom,-0.07738735111897212,46.13814596300537,#2b16c8
mr-game-and-watch,0.01882207053712642,50.941039446090066,#4c4444
meta-knight,0.021078310801029676,51.05381215695522,#9f7b9d
pit,-0.1011641134413946,44.95872916698389,#dbd825
dark-pit,-0.09893541712601588,45.069061288933945,#43470c
zero-suit-samus,-0.0300738093874095,48.496687579726114,#5464f0
wario,-0.020412517324914763,48.97946485511761,#e5dc4a
snake,0.13987364570657584,56.94876972797769,#57724a
ike,0.08214474624801697,54.09822794535523,#729abf
pokemon-trainer,-0.02464227078580905,48.768074228694566,#e82727
diddy-kong,0.0018632933891704062,50.09316921985767,#a46418
lucas,-0.022313836234878592,48.8844375649228,#b0ac62
sonic,0.07837407629823386,53.91089467573585,#233f85
king-dedede,0.08838241650130355,54.40786932117568,#d7a5a5
olimar,0.00921733713622408,50.46087684699741,#baafaf
lucario,-0.05360518296731172,47.32217153118473,#5b8dba
rob,0.11903926147713284,55.92430114675109,#bcbcbc
toon-link,0.011974290218368079,50.598715828707064,#65ff6b
wolf,-0.05202482540607401,47.40097330573462,#66588a
villager,-0.02099986216491262,48.95010873498452,#ea9999
mega-man,0.057445851331058395,52.86928032677854,#2986cc
wii-fit-trainer,0.09294104919267218,54.63394841504442,#d1d8df
rosalina,-0.04367628806251636,47.817464183411886,#9fc5e8
little-mac,-4.9204990281409566e-05,49.99753962747543,#9fe8c2
greninja,-0.006347920327903336,49.68259237764788,#004bcc
palutena,0.050752079672097036,52.53555401555526,#037412
pac-man,0.07876504487050687,53.93032388256573,#d6e700
robin,0.08045912613065989,54.014497479904435,#8e7cc3
shulk,-0.013606550058524802,49.3196804687577,#c52626
bowser-jr,0.06106730262500401,53.04972733265697,#8fce00
duck-hunt,0.1311806359583372,56.52198796139737,#ffd966
ryu,0.08180375398726243,54.081291555358234,#894141
ken,0.13716433936249572,56.815864447482966,#ca5d5d
cloud,-0.025600949942735166,48.72016812052048,#676767
corrin,-0.08609324188475825,45.70572827391732,#cacaca
bayonetta,0.11790472788910199,55.86836055688625,#20124d
inkling,-0.026561938777564867,48.672148955313524,#eab11f
ridley,-0.013638210245818256,49.31809767400826,#720564
simon,0.1101101768509558,55.48363812915292,#714b0f
richter,0.1536846368067335,57.6246753901414,#134f5c
king-k-rool,-0.007566976096492293,49.621639499960416,#057218
isabelle,0.0372588303551207,51.86217295622727,#f2ff4f
incineroar,-0.013431492225524902,49.32843219827201,#d86448
piranha-plant,-0.045050847064234414,47.74886791590544,#5caa46
joker,-0.15056697609649256,42.5276622469182,#c70000
hero,0.008122114827873478,50.40611711548091,#c425cc
banjo-and-kazooie,0.0476801395273205,52.382320950381775,#a2cc25
terry,0.09725086269242635,54.84751220805683,#e5b1b1
byleth,-0.12678135374968336,43.69436713779027,#33dbb9
min-min,0.15326107049274096,57.6039871913168,#bf9000
steve,0.19775343852098945,59.76124173905749,#85afb7
sephiroth,-0.11104067912606919,44.47039877229821,#999999
pyra-and-mythra,-0.06656330316473812,46.676575810495514,#c069a5
kazuya,0.10853955397811951,55.40603438335039,#5e5e5e
sora,-0.03524779649048146,48.23825167142196,#cc6756
